Date,avg_sentiment,Close
2022-10-01,0.5348444444444445,
2022-10-02,0.1562888888888889,
2022-10-03,0.15015,142.4499969482422
2022-10-04,0.75434,146.10000610351562
2022-10-05,0.47595,146.39999389648438
2022-10-06,-0.0321642857142857,145.42999267578125
2022-10-07,0.5183,140.08999633789062
2022-10-08,0.6725142857142857,140.08999633789062
2022-10-09,-0.2586333333333333,140.08999633789062
2022-10-10,0.6376615384615385,140.4199981689453
2022-10-11,-0.1656190476190476,138.97999572753906
2022-10-12,0.1272625,138.33999633789062
2022-10-13,0.3072444444444444,142.99000549316406
2022-10-14,-0.2228272727272727,138.3800048828125
2022-10-15,0.2769899999999999,138.3800048828125
2022-10-16,0.5108333333333334,138.3800048828125
2022-10-17,0.6069769230769231,142.41000366210938
2022-10-18,0.1887333333333333,143.75
2022-10-19,0.545088888888889,143.86000061035156
2022-10-20,0.3392066666666666,143.38999938964844
2022-10-21,-0.05764,147.27000427246094
2022-10-22,0.7944,147.27000427246094
2022-10-23,0.2118142857142857,147.27000427246094
2022-10-24,0.28652,149.4499969482422
2022-10-25,0.7712727272727272,152.33999633789062
2022-10-26,0.9901666666666666,149.35000610351562
2022-10-27,0.5598529411764706,144.8000030517578
2022-10-28,0.6749538461538461,155.74000549316406
2022-10-29,0.8353,155.74000549316406
2022-10-30,0.6955857142857143,155.74000549316406
2022-10-31,0.2839818181818181,153.33999633789062
2022-11-01,0.36996,150.64999389648438
2022-11-02,0.4294,145.02999877929688
2022-11-03,0.1488999999999999,138.8800048828125
2022-11-04,0.5425500000000001,138.3800048828125
2022-11-05,-0.0345333333333333,138.3800048828125
2022-11-06,0.90055,138.3800048828125
2022-11-07,0.59365,138.9199981689453
2022-11-08,0.5540833333333334,139.5
2022-11-09,0.4042636363636364,134.8699951171875
2022-11-10,0.57038,146.8699951171875
2022-11-11,0.0276999999999999,149.6999969482422
2022-11-12,0.65485,149.6999969482422
2022-11-13,-0.1369999999999999,149.6999969482422
2022-11-14,0.2570083333333333,148.27999877929688
2022-11-15,0.2060235294117647,150.0399932861328
2022-11-16,0.2466894736842105,148.7899932861328
2022-11-17,0.1150315789473684,150.72000122070312
2022-11-18,0.0931,151.2899932861328
2022-11-19,0.5461199999999999,151.2899932861328
2022-11-20,0.9669833333333332,151.2899932861328
2022-11-21,0.4686363636363637,148.00999450683594
2022-11-22,0.7755363636363637,150.17999267578125
2022-11-23,0.4380071428571429,151.07000732421875
2022-11-24,0.6064133333333334,151.07000732421875
2022-11-25,0.3116111111111111,148.11000061035156
2022-11-26,0.993175,148.11000061035156
2022-11-27,0.4120777777777777,148.11000061035156
2022-11-28,0.2752142857142857,144.22000122070312
2022-11-29,0.3800705882352941,141.1699981689453
2022-11-30,0.5191529411764706,148.02999877929688
2022-12-01,0.5131928571428571,148.30999755859375
2022-12-02,-0.06025,147.80999755859375
2022-12-03,-0.1261714285714285,147.80999755859375
2022-12-04,0.06552,147.80999755859375
2022-12-05,0.3736090909090909,146.6300048828125
2022-12-06,0.1105285714285714,142.91000366210938
2022-12-07,0.622975,140.94000244140625
2022-12-08,0.2860785714285714,142.64999389648438
2022-12-09,-0.0171272727272727,142.16000366210938
2022-12-10,0.8932,142.16000366210938
2022-12-11,-0.13332,142.16000366210938
2022-12-12,0.4929125,144.49000549316406
